Link
https://www.ted.com/talks/alex_gendler_the_egyptian_myth_of_the_death_of_osiris?language=en
https://www.ted.com/talks/shari_davis_what_if_you_could_help_decide_how_the_government_spends_public_funds?language=en
https://www.ted.com/talks/nita_mosby_tyler_want_a_more_just_world_be_an_unlikely_ally?language=en
https://www.ted.com/talks/susan_lupack_the_race_to_decode_a_mysterious_language?language=en
https://www.ted.com/talks/ariel_waldman_the_colorful_critter_world_of_microbes_in_antarctica?language=en
https://www.ted.com/talks/thomas_abt_why_violence_clusters_in_cities_and_how_to_reduce_it?language=en
https://www.ted.com/talks/steven_anderson_what_makes_volcanoes_erupt?language=en
https://www.ted.com/talks/christina_agapakis_what_happens_when_biology_becomes_technology?language=en
https://www.ted.com/talks/ahmad_m_hasnah_rethinking_education_and_celebrating_the_arabic_language?language=en
https://www.ted.com/talks/rod_phillips_what_happened_when_the_united_states_tried_to_ban_alcohol?language=en
https://www.ted.com/talks/jane_goodall_every_day_you_live_you_impact_the_planet?language=en
https://www.ted.com/talks/ali_kashani_a_friendly_autonomous_robot_that_delivers_your_food?language=en
https://www.ted.com/talks/iseult_gillespie_the_tale_of_the_boy_who_tricked_the_devil?language=en
https://www.ted.com/talks/pratik_aghor_the_greatest_mathematician_that_never_lived?language=en
https://www.ted.com/talks/adeola_fayehun_africa_is_a_sleeping_giant_i_m_trying_to_wake_it_up?language=en
https://www.ted.com/talks/dustin_tahmahkera_the_last_chief_of_the_comanches_and_the_fall_of_an_empire?language=en
https://www.ted.com/talks/dan_finkel_can_you_solve_the_ragnarok_riddle?language=en
https://www.ted.com/talks/cameron_morin_what_do_all_languages_have_in_common?language=en
https://www.ted.com/talks/d_l_stewart_scenes_from_a_black_trans_life?language=en
https://www.ted.com/talks/titus_kaphar_can_beauty_open_our_hearts_to_difficult_conversations?language=en
https://www.ted.com/talks/bill_gates_how_the_pandemic_will_shape_the_near_future?language=en
https://www.ted.com/talks/shekinah_elmore_the_courage_to_live_with_radical_uncertainty?language=en
https://www.ted.com/talks/aparna_pallavi_what_foods_did_your_ancestors_love?language=en
https://www.ted.com/talks/tracy_edwards_stop_being_a_bystander_in_your_own_life?language=en
https://www.ted.com/talks/h_e_ellen_johnson_sirleaf_how_women_will_lead_us_to_freedom_justice_and_peace?language=en
https://www.ted.com/talks/matt_trombley_the_beauty_and_complexity_of_finding_common_ground?language=en
https://www.ted.com/talks/jad_abumrad_how_dolly_parton_led_me_to_an_epiphany?language=en
https://www.ted.com/talks/al_gore_the_new_urgency_of_climate_change?language=en
https://www.ted.com/talks/rebekah_bergman_first_person_vs_second_person_vs_third_person?language=en
https://www.ted.com/talks/swizz_beatz_how_to_support_and_celebrate_living_artists?language=en
https://www.ted.com/talks/alex_rosenthal_the_factory_think_like_a_coder_ep_9?language=en
https://www.ted.com/talks/farish_ahmad_noor_why_is_colonialism_still_romanticized?language=en
